SystemTime	Time	ClientLevel	Bandwidth	FrameRate	CurentFrame
1058496928779	0:0	0	4.909381876375274	30	112
1058496933798	0:5	0	4.798047632234837	30	112
1058496938817	0:10	0	4.830793819925412	30	243
1058496943835	0:15	0	4.9290876461172815	30	428
1058496948854	0:20	0	4.953591204238537	30	638
1058496953872	0:25	0	4.952419655254156	30	638
1058496958891	0:30	0	4.899599753694581	30	895
1058496963659	0:35	0	4.865231012390279	30	1108
1058496968697	0:40	0	4.83252362651971	30	1283
1058496973746	0:45	0	4.801141322591473	30	1283
1058496978765	0:50	0	4.831486337873276	30	1448
1058496983783	0:55	0	4.85080276726276	30	1631
1058496988802	1:0	0	4.837194190273801	30	1890
1058496993821	1:5	0	4.800864808202575	30	1890
1058496998839	1:10	0	4.813092727130694	30	1890
1058497003858	1:15	0	4.800914652253965	30	2383
1058497008877	1:20	0	4.795177953266984	30	2383
1058497013895	1:25	0	4.794664100997231	30	2723
1058497018663	1:30	0	4.792068143438959	30	2723
1058497023682	1:35	0	4.781551045495916	30	2945
1058497028700	1:40	0	4.760004963003068	30	2945
1058497033677	1:45	0	4.754146530476056	30	3135
1058497038696	1:50	0	4.76319330862715	30	3196
1058497043714	1:55	0	4.746315396328325	30	3429
1058497048733	2:0	0	4.757445268345197	30	3429
1058497053701	2:5	0	4.745305785568823	30	3784
1058497059190	2:10	0	4.736075690449042	30	3898
1058497063707	2:15	0	4.691994561203249	30	3994
1058497068726	2:20	0	4.685517737871456	30	4168
1058497073744	2:25	0	4.702236788074596	30	4372
1058497078763	2:30	0	4.711309409827277	30	4578
1058497083782	2:35	0	4.6909274149376685	30	4578
1058497088800	2:40	0	4.693452466047176	30	4578
1058497093819	2:45	0	4.699442076009268	30	5056
1058497098838	2:50	0	4.703044562419563	30	5056
1058497103856	2:55	0	4.696330377448764	30	5185
1058497108875	3:0	0	4.6934513501379005	30	5407
1058497113893	3:5	0	4.686539279702558	30	5407
1058497118661	3:10	0	4.684584362737974	30	5407
1058497123730	3:15	0	4.694885847425338	30	6142
1058497128749	3:20	0	4.690500698689453	30	6142
1058497133767	3:25	0	4.693106608288361	30	6142
1058497138786	3:30	0	4.684999891003421	30	6288
1058497143805	3:35	0	4.685979844786621	30	6440
1058497148823	3:40	0	4.685519479835182	30	6530
1058497153842	3:45	0	4.679222766217868	30	6794
1058497158861	3:50	0	4.672208490220752	30	6862
1058497163879	3:55	0	4.675875927401591	30	6862
1058497168898	4:0	0	4.66738672311909	30	7308
1058497173666	4:5	0	4.674617429753513	30	7308
1058497178684	4:10	0	4.673010140938728	30	7594
1058497183703	4:15	0	4.666804387701359	30	7594
1058497188722	4:20	0	4.663271078427038	30	7750
1058497193740	4:25	0	4.661266330781476	30	7978
1058497198759	4:30	0	4.667161185983826	30	8173
1058497203778	4:35	0	4.6698579460757745	30	8173
1058497208796	4:40	0	4.673939051543649	30	8443
1058497213815	4:45	0	4.664298731578797	30	8566
1058497218833	4:50	0	4.659644786413378	30	8743
1058497223852	4:55	0	4.656928154513873	30	8942
1058497228871	5:0	0	4.653916603814243	30	8942
