SystemTime	Time	ClientLevel	Bandwidth	FrameRate	CurentFrame
1058454232734	0:0	0	5.053410893707033	30	112
1058454237734	0:5	0	4.841012737851863	30	112
1058454242734	0:10	0	4.752568493150685	30	243
1058454247796	0:15	0	4.72399807520451	30	428
1058454252796	0:20	0	4.705481981744315	30	638
1058454257796	0:25	0	4.815971554872189	30	638
1058454262671	0:30	0	4.824680386654194	30	895
1058454267703	0:35	0	4.808391979816757	30	1108
1058454272703	0:40	0	4.816992857805399	30	1283
1058454277703	0:45	0	4.748923285740388	30	1283
1058454282796	0:50	0	4.7445494186046515	30	1448
1058454287859	0:55	0	4.70402401393816	30	1631
1058454292640	1:0	0	4.702971862156182	30	1890
1058454297640	1:5	0	4.681118314424635	30	1890
1058454302640	1:10	0	4.680167985561571	30	1890
1058454307640	1:15	0	4.6565024077293495	30	2383
1058454312703	1:20	0	4.648499129187583	30	2383
1058454317734	1:25	0	4.644732803125435	30	2723
1058454322796	1:30	0	4.624918754725489	30	2723
1058454327718	1:35	0	4.6314913204221035	30	2945
1058454332640	1:40	0	4.632440789936046	30	2945
1058454337750	1:45	0	4.642048384565368	30	3135
1058454342843	1:50	0	4.627283839423572	30	3196
1058454347671	1:55	0	4.618775652245114	30	3429
1058454352671	2:0	0	4.616208672406337	30	3429
1058454357781	2:5	0	4.612994964144329	30	3784
1058454362781	2:10	0	4.624752819686538	30	3898
1058454367828	2:15	0	4.616081610282612	30	3994
1058454372703	2:20	0	4.624271152673655	30	4168
1058454377750	2:25	0	4.620691669587568	30	4372
1058454382765	2:30	0	4.624404133981613	30	4578
1058454387703	2:35	0	4.651189829652802	30	4578
1058454392718	2:40	0	4.672413922071703	30	4578
1058454397718	2:45	0	4.661992383009148	30	5056
1058454402781	2:50	0	4.659020176941636	30	5056
1058454407843	2:55	0	4.653557783655586	30	5185
1058454412750	3:0	0	4.663754227733934	30	5404
1058454417781	3:5	0	4.656755217098067	30	5407
1058454422687	3:10	0	4.652274324731398	30	5407
1058454427796	3:15	0	4.649773777908919	30	6142
1058454432781	3:20	0	4.671392613446579	30	6142
1058454437859	3:25	0	4.668473420213761	30	6142
1058454442859	3:30	0	4.684287786581594	30	6288
1058454447640	3:35	0	4.653708797302691	30	6440
1058454452734	3:40	0	4.649208302478545	30	6530
1058454457625	3:45	0	4.648611645916227	30	6794
1058454462750	3:50	0	4.6507284607810595	30	6862
1058454467750	3:55	0	4.654296865035837	30	6862
1058454472765	4:0	0	4.674014207710883	30	7308
1058454477828	4:5	0	4.663574832009772	30	7402
1058454482734	4:10	0	4.636052126554773	30	7594
1058454487828	4:15	0	4.632732214138095	30	7594
1058454492781	4:20	0	4.633237809019603	30	7750
1058454497828	4:25	0	4.632909268204184	30	7978
1058454502828	4:30	0	4.627495673274214	30	8173
1058454507703	4:35	0	4.627684404052519	30	8173
1058454512796	4:40	0	4.628072494999011	30	8443
1058454517625	4:45	0	4.627586119199907	30	8566
1058454522734	4:50	0	4.625171122730045	30	8743
1058454527718	4:55	0	4.622595928610129	30	8942
1058454532796	5:0	0	4.618022443770166	30	8942
