SystemTime	Time	ClientLevel	Bandwidth	FrameRate	CurentFrame
1058460910578	0:0	4	5.20285908781484	30	358
1058460915578	0:5	4	6.171226831421006	30	358
1058460921078	0:10	4	5.500066800267202	30	358
1058460925578	0:15	4	4.750059775245078	30	358
1058460930578	0:20	4	4.699713032649305	30	358
1058460935656	0:25	4	4.658708994708994	30	358
1058460940656	0:30	3	4.656238249229149	30	1128
1058460945468	0:35	2	4.750941128088323	30	1128
1058460950562	0:40	2	4.750941128088323	30	1128
1058460955562	0:45	2	4.731751080662262	30	1450
1058460960562	0:50	2	4.733648714216399	30	1450
1058460965562	0:55	3	4.743841797504489	30	1450
1058460970578	1:0	3	4.743841797504489	30	1450
1058460975656	1:5	2	4.731822982906166	30	1618
1058460980671	1:10	2	4.708188810134217	30	2475
1058460985671	1:15	2	4.71055215381045	30	2475
1058460990671	1:20	2	4.701908908238445	30	2475
1058460995671	1:25	2	4.685989878317705	30	2475
1058461000671	1:30	2	4.66222789823358	30	2752
1058461005671	1:35	2	4.654990357128201	30	2752
1058461010671	1:40	2	4.6734441052887	30	2989
1058461015671	1:45	2	4.678335876359699	30	2989
1058461020671	1:50	2	4.700813065527669	30	2989
1058461025671	1:55	2	4.6965203547873555	30	2989
1058461030671	2:0	2	4.70656803649029	30	2989
1058461035671	2:5	2	4.703738532589389	30	2989
1058461040671	2:10	2	4.69387188562704	30	2989
1058461045671	2:15	2	4.688169964333008	30	2989
1058461050671	2:20	2	4.684694553890342	30	2989
1058461055593	2:25	2	4.695894782309748	30	5554
1058461060593	2:30	2	4.69130711205045	30	5554
1058461065593	2:35	2	4.695757635760606	30	5554
1058461070593	2:40	2	4.695757635760606	30	5554
1058461075593	2:45	2	4.695757635760606	30	5554
1058461081093	2:50	2	4.695757635760606	30	5554
1058461085593	2:55	2	4.695757635760606	30	5554
1058461090593	3:0	2	4.695757635760606	30	5554
1058461095593	3:5	2	4.693381575998208	30	5554
1058461100593	3:10	1	4.683425713941439	30	5404
1058461105593	3:15	1	4.692048468154313	30	6288
1058461110593	3:20	1	4.692048468154313	30	6288
1058461115593	3:25	1	4.68183985256132	30	6288
1058461120593	3:30	0	4.668727546723	30	6288
1058461125593	3:35	0	4.697270980989601	30	6440
1058461130593	3:40	0	4.689696938293037	30	6530
1058461135593	3:45	0	4.682771052024276	30	6794
1058461140593	3:50	0	4.69525205586103	30	6862
1058461145593	3:55	0	4.694748287742066	30	6862
1058461151093	4:0	0	4.6891400559898715	30	7308
1058461155593	4:5	0	4.6650314829639985	30	7308
1058461160593	4:10	0	4.659661477775426	30	7594
1058461165593	4:15	0	4.655841539478137	30	7594
1058461171093	4:20	0	4.654307564825908	30	7750
1058461175593	4:25	0	4.6281572986165935	30	7978
1058461180593	4:30	0	4.625478836071567	30	8173
1058461185593	4:35	0	4.647338252211512	30	8173
1058461191093	4:40	0	4.644102273109789	30	8443
1058461195593	4:45	0	4.642935336350496	30	8566
1058461200593	4:50	0	4.639246441451318	30	8743
1058461205593	4:55	0	4.661312426299519	30	8942
1058461210593	5:0	0	4.66072493598626	30	8942
