SystemTime	Time	ClientLevel	Bandwidth	FrameRate	CurentFrame
1058504711025	0:0	4	0.0	30	358
1058504716074	0:5	4	0.0	30	358
1058504721124	0:10	4	0.0	30	358
1058504726193	0:15	4	0.0	30	358
1058504731413	0:20	4	0.46774609965699115	30	358
1058504736201	0:25	4	0.46774609965699115	30	358
1058504741240	0:30	4	0.46774609965699115	30	1450
1058504746058	0:35	4	0.46774609965699115	30	1450
1058504751137	0:40	4	0.46774609965699115	30	1450
1058504756177	0:45	4	0.46774609965699115	30	1450
1058504761216	0:50	4	0.46774609965699115	30	1450
1058504766044	0:55	4	0.43312080593068597	30	1450
1058504771003	1:0	4	0.43312080593068597	30	1450
1058504776042	1:5	4	0.43312080593068597	30	1450
1058504781071	1:10	4	0.43312080593068597	30	2594
1058504786100	1:15	4	0.43312080593068597	30	2594
1058504791149	1:20	4	0.43312080593068597	30	2594
1058504796174	1:25	4	0.43312080593068597	30	2594
1058504801233	1:30	4	0.43312080593068597	30	2594
1058504806031	1:35	4	0.43312080593068597	30	2594
1058504811151	1:40	4	0.43024000932075035	30	2594
1058504816190	1:45	4	0.43024000932075035	30	2594
1058504821008	1:50	4	0.43024000932075035	30	2594
1058504826128	1:55	4	0.43024000932075035	30	2594
1058504831177	2:0	4	0.43024000932075035	30	2594
1058504836216	2:5	4	0.43024000932075035	30	2594
1058504841014	2:10	4	0.43024000932075035	30	2594
1058504846053	2:15	4	0.43024000932075035	30	2594
1058504851092	2:20	4	0.42278003357389843	30	2594
1058504856142	2:25	4	0.42278003357389843	30	2594
1058504861191	2:30	4	0.42278003357389843	30	6288
1058504866220	2:35	4	0.42278003357389843	30	6288
1058504871249	2:40	4	0.42278003357389843	30	6288
1058504876047	2:45	4	0.4291775691960535	30	6288
1058504881066	2:50	4	0.4291775691960535	30	6288
1058504886105	2:55	4	0.4291775691960535	30	6288
1058504891185	3:0	4	0.4291775691960535	30	6288
1058504896224	3:5	4	0.4291775691960535	30	6288
1058504901012	3:10	4	0.4291775691960535	30	6288
1058504906061	3:15	4	0.4335564374216255	30	6288
1058504911090	3:20	4	0.4335564374216255	30	6288
1058504916129	3:25	4	0.4335564374216255	30	6288
1058504921158	3:30	4	0.4335564374216255	30	6288
1058504926218	3:35	4	0.4335564374216255	30	6288
1058504931244	3:40	4	0.4335564374216255	30	6288
1058504936063	3:45	4	0.4335564374216255	30	6288
1058504941192	3:50	4	0.4400403483649005	30	6288
1058504946221	3:55	4	0.4400403483649005	30	6288
1058504951250	4:0	4	0.4400403483649005	30	6288
1058504956038	4:5	4	0.4400403483649005	30	6288
1058504961108	4:10	4	0.4400403483649005	30	6288
1058504966137	4:15	4	0.4400403483649005	30	6288
1058504971176	4:20	4	0.4400403483649005	30	6288
1058504976205	4:25	4	0.43610102433472436	30	6288
1058504981244	4:30	3	0.43610102433472436	30	6288
1058504986032	4:35	3	0.43610102433472436	30	10030
1058504991091	4:40	3	0.43610102433472436	30	10030
1058504996211	4:45	3	0.43610102433472436	30	10030
1058505001029	4:50	3	0.43610102433472436	30	10030
1058505006078	4:55	3	0.43610102433472436	30	10030
1058505011077	5:0	3	0.4389607134651935	30	10030
